,stabf
38271,0
2696,1
59916,1
37948,0
56123,0
42861,0
53420,0
5232,1
45822,1
18178,0
987,1
15543,1
39343,1
31461,0
26138,0
4283,0
46290,0
52096,0
32987,1
20279,0
43247,0
29927,0
46187,0
16352,1
5912,0
32274,1
36073,0
32483,0
45057,0
36907,0
14247,0
30078,0
30503,0
57025,0
23104,0
44768,0
39868,0
43466,1
4630,1
10717,0
55452,1
55495,1
25425,0
51685,0
24692,0
5599,0
26430,0
42185,0
20372,1
53902,1
29126,0
46781,0
7234,0
21979,1
29469,0
46502,0
48383,0
40353,1
56437,0
45501,1
9623,0
4611,0
18773,0
11217,1
56311,0
23657,0
56734,0
27681,0
24557,0
50808,1
24446,1
45554,0
15291,0
18190,0
49759,0
43964,0
55543,1
12785,1
59963,0
34432,0
2230,1
55203,0
4788,1
54512,0
22312,0
40285,1
3923,0
16863,0
24250,1
57133,1
23284,0
52849,0
23923,0
26777,0
19224,1
29309,1
49125,0
42611,1
36495,0
17773,0
48205,1
43749,0
12655,1
43331,1
10405,0
9073,1
10844,0
40590,1
27721,0
1247,0
8046,1
23488,0
46253,0
5027,0
17224,1
14395,0
31156,0
52924,0
5571,0
27027,0
3914,1
49776,0
32628,0
53653,1
58898,1
6147,0
25177,1
8848,0
11867,0
28298,0
18645,0
20073,1
2866,0
21294,0
28526,1
38168,0
15665,0
11969,1
18899,1
44208,0
56914,1
995,1
33964,0
27914,1
7359,0
26242,1
22242,0
43657,0
6577,0
7686,0
55157,0
32099,0
19565,1
1862,0
37106,1
38859,0
11379,1
247,0
37283,0
46214,1
30435,0
813,1
18113,1
16572,1
31023,1
17743,0
57571,1
19635,0
39477,0
45022,0
8838,1
53329,0
50412,1
20285,1
12060,0
50135,1
32510,1
4653,0
20069,1
25532,1
27728,0
9968,1
53404,0
53416,1
56194,0
25637,0
20104,0
15297,1
33511,0
34357,0
38454,0
32236,1
47581,0
1790,1
14574,1
44061,0
53315,1
58869,0
38556,0
17732,1
55344,1
51420,1
49131,0
44622,1
49649,1
26410,1
45611,0
33639,1
58775,0
33373,0
215,1
15928,1
52468,1
48768,1
55620,0
48813,0
48487,0
25316,0
46122,0
55978,1
59347,1
59099,0
46951,1
48543,1
7124,0
5081,1
4609,0
40111,1
30819,1
814,0
42181,0
23410,0
20086,1
19973,1
55892,0
24506,0
35730,0
28993,0
51584,1
47589,1
59031,0
59199,1
24711,0
47945,1
19948,1
50304,0
53641,1
54916,0
56626,0
58254,0
9214,1
58329,0
26253,0
2743,0
51451,1
653,0
15110,0
46348,0
10959,1
56942,0
43151,1
7053,1
41411,1
49012,0
43031,0
1372,1
25798,0
35174,0
29020,0
25526,0
47850,0
16422,0
43791,0
39884,0
47120,1
8835,0
30831,1
44894,0
56473,1
10872,0
38832,0
27690,1
32985,0
2372,1
33745,0
12389,0
56190,1
42922,0
12637,0
24972,0
31679,0
37925,1
37149,0
32187,0
37770,0
39583,1
34575,1
14149,1
6395,1
35508,0
11510,1
40883,0
29949,0
51311,1
21971,0
58237,0
34230,0
19240,0
42079,1
2137,1
56225,0
3861,1
40855,0
15385,0
17703,0
10160,1
52024,1
26716,0
51716,0
48894,0
4400,1
30934,1
51765,0
15749,0
46689,1
18669,0
13065,0
35918,0
29742,1
45150,0
46651,0
30498,0
39597,0
54212,0
10953,0
48050,1
20731,0
15272,0
42292,0
715,0
47768,0
2152,0
9640,1
16437,0
10956,1
10726,1
50597,1
56392,0
17965,1
11656,0
53192,1
4795,0
52755,1
26946,1
59956,1
6119,0
24757,0
51162,0
25614,0
34881,1
40673,0
31036,0
11206,0
44316,1
193,0
15098,0
24370,0
7101,1
17275,0
8696,1
58909,0
16342,0
42037,1
38850,1
12726,1
53533,0
2510,1
7721,0
46751,1
21511,1
47686,0
30720,0
54217,0
34900,0
15264,1
27740,0
19339,0
18341,0
38985,0
23330,0
9356,1
56955,0
19405,0
39834,0
6899,0
24223,1
54841,0
15789,0
4187,1
3188,1
47222,1
22970,1
34379,0
53052,1
45376,1
27050,0
4382,0
8129,0
44537,1
28274,0
57768,0
57902,0
8024,0
7349,1
31410,1
35667,1
45139,1
24896,0
30469,1
12674,0
13558,1
16358,1
27667,1
8268,1
41125,1
54378,0
24793,0
58207,0
53036,0
1371,1
25873,0
41055,1
22182,0
30667,1
45649,0
34113,0
4936,0
22569,0
17289,1
333,0
37087,1
30666,0
16111,0
7895,0
4139,0
19675,0
59994,0
15608,1
6819,0
20545,1
15986,1
41719,1
44269,1
437,1
55740,0
21166,1
59678,1
25407,1
47260,1
10824,1
56524,0
31196,0
27762,0
12782,1
9739,1
13748,0
5254,0
33130,0
3076,1
39008,0
17328,1
52174,0
22364,1
59737,1
27338,1
22071,1
3341,0
46878,1
36092,0
20199,0
11289,0
4926,1
24779,0
31458,1
29899,0
58407,1
52181,0
52793,0
4465,1
3140,0
34109,1
24781,0
10480,1
776,0
14410,0
1250,0
55916,1
8269,0
12292,0
28898,1
5900,0
26476,0
28930,1
54688,0
21745,1
21126,0
3788,1
41651,0
41728,1
2448,0
23880,0
46211,0
18200,0
41476,1
48844,1
38405,1
31073,1
19679,0
18941,0
14343,0
40371,0
2197,1
7607,0
8778,1
1206,0
22339,0
39458,0
35237,0
44899,0
58517,1
53514,0
40525,0
13839,0
31205,0
7659,1
39443,1
51143,0
40263,1
42768,1
21257,0
10209,0
21984,0
9974,0
57211,0
56697,1
46797,1
38233,0
18897,0
41724,0
16216,1
41292,0
30861,0
37025,0
10711,0
358,0
5192,0
9113,1
56996,1
42233,0
12388,0
42858,0
18709,1
15833,1
25218,0
48130,0
1179,0
2329,0
2549,0
50968,0
21085,0
17704,1
49221,1
56351,1
33152,0
34368,0
3353,0
39969,1
49724,0
45751,0
23628,0
20186,1
14930,0
38395,0
19828,0
11335,1
36637,1
7620,0
6237,0
20817,1
55379,1
14948,1
43032,0
3011,0
14565,1
38765,0
57745,0
4174,0
20975,0
16725,0
33881,0
44444,0
48624,0
47464,0
4147,1
57083,1
23587,1
34061,0
28139,1
28356,0
12193,1
4026,1
15139,1
31402,1
17122,1
30504,0
41266,0
6693,1
16994,0
57541,0
11221,0
27087,1
811,0
20498,0
20384,1
52957,0
27060,0
39490,1
24234,1
35477,0
50232,0
34989,0
28183,0
36765,1
3464,1
56326,1
28213,0
5791,0
49449,0
10027,1
8560,1
56993,0
58867,0
3711,1
6949,1
5935,0
1042,1
34674,0
19566,1
54135,1
57589,1
33077,0
47271,0
31921,1
50805,1
27543,0
6030,0
40536,1
1103,0
24800,0
51720,1
22505,0
39627,0
13958,0
48767,0
2472,0
56150,0
29067,0
20920,1
7777,0
54837,1
24559,1
5429,0
55653,0
8256,0
19208,0
58081,0
56920,0
22368,0
41025,0
46670,0
20819,1
26467,0
55223,1
5052,0
11294,0
7711,0
36057,1
5444,0
21349,1
39912,0
2305,1
31737,1
27098,0
37751,1
54142,1
14315,0
35007,1
35698,1
22880,1
2732,0
16610,0
29108,0
25488,1
7299,1
20171,0
18944,1
32898,0
36929,0
13315,1
254,0
16170,0
59966,0
19136,0
48120,0
24119,1
7399,0
20245,1
54374,1
276,1
52053,0
10343,1
51994,0
2488,1
27361,0
2361,1
6055,1
36228,0
48719,1
35215,0
19616,0
55685,0
27672,0
36360,1
49001,0
5917,0
31930,0
31087,0
36695,0
3038,0
34281,0
11543,0
8727,0
4197,1
19908,0
4530,0
41480,0
17592,0
11771,0
33054,1
24220,0
15099,1
28678,1
26515,0
12280,0
12272,0
50249,0
39748,1
56103,0
59341,0
47644,0
53911,0
43367,0
27884,0
49901,0
36192,0
10159,0
86,1
24367,1
37399,0
30944,0
51469,0
56753,1
41033,0
14700,1
15146,1
58183,0
5944,1
11528,0
3728,0
25432,0
37934,1
48404,1
9285,0
10755,0
22056,1
6341,1
41875,1
5877,1
9067,0
41832,0
21063,0
17956,0
24090,1
42888,1
14231,1
43059,0
15366,0
10662,1
42862,1
7812,0
9164,0
25027,0
15593,0
51439,0
18721,0
42783,0
35783,0
10491,0
51799,1
44455,1
16125,0
4954,0
9156,0
34127,0
49806,1
16654,0
12863,1
1254,0
54958,1
41021,1
3337,0
31591,1
29955,1
5435,0
25500,1
37813,1
56135,0
22021,0
1180,0
51355,0
18811,0
53388,0
17499,1
51894,1
20589,0
44921,1
2123,0
36603,0
38498,0
22686,1
57244,1
50852,1
42956,1
49612,0
17741,1
40738,1
50851,0
55660,0
15514,1
58785,0
53540,0
33807,0
61,0
57187,0
41039,0
57037,1
15877,1
31231,0
45163,1
8184,0
52347,1
59628,0
12115,0
5676,0
57109,0
43772,0
22935,0
57257,0
51262,0
1249,0
46587,0
16068,0
51177,0
59833,0
47372,0
33877,1
9802,1
43566,1
15911,0
49383,1
12830,1
2633,0
51480,0
16082,1
18942,1
43750,0
35762,1
52082,1
52583,1
52109,0
43719,0
47756,0
37738,0
34467,1
36710,0
32,0
55953,1
59131,0
57636,0
3830,0
22232,0
18094,0
50329,1
55439,0
43601,0
23135,0
4986,0
2386,1
28387,0
7902,0
17689,0
5972,0
37691,0
44879,0
52007,0
54979,0
32491,0
30761,0
44477,0
48430,0
21900,0
51817,0
33059,0
27228,1
7642,1
42975,1
53179,0
58378,0
14049,1
19876,0
16767,0
11766,0
4040,0
15915,0
10559,0
42012,0
10943,0
53376,1
29971,1
44077,0
6523,1
36278,0
9248,1
55896,0
27169,1
15399,1
31991,0
52398,0
16482,0
14572,0
30564,0
31874,1
47811,0
46269,1
39593,1
7706,1
9775,0
5606,1
29570,0
41493,1
47148,1
3771,0
2059,0
20066,1
13279,0
42108,0
43892,0
13668,0
38195,0
2369,0
16940,0
10286,1
4950,0
39938,0
33520,1
9946,1
3690,0
29449,0
33379,0
12917,0
48252,0
46203,1
25507,1
43287,0
5726,1
4284,1
40736,0
8897,0
22330,1
18318,1
11588,0
18937,0
50504,0
23872,0
26403,1
37585,0
9488,0
33122,1
55675,1
55355,0
42951,0
34236,0
50362,0
37699,1
47610,1
6314,0
6914,1
24768,0
45082,0
36992,1
17843,0
46351,1
55977,0
17199,1
5204,1
53700,0
11125,1
49554,0
47045,1
31787,1
30520,0
10618,1
590,1
12955,0
3103,1
16545,1
39126,0
36160,1
21003,0
49677,1
41410,1
21326,1
5443,0
32812,0
11567,0
48589,0
29409,0
39403,0
49256,0
28428,1
37155,0
24249,0
1252,1
25715,0
43488,0
36280,0
222,0
9698,1
48051,1
9971,1
41079,0
3275,0
39011,0
54046,1
52277,0
30750,1
8122,0
58009,1
48665,0
38732,1
26979,0
20704,0
43920,0
4261,0
51706,0
51458,1
12724,0
13156,0
13334,0
28686,0
51774,0
48550,0
46078,0
43329,0
50664,1
38164,0
47848,0
48501,1
21412,1
41129,0
32918,1
30397,1
29113,1
28540,0
47824,1
36563,1
46891,1
24726,0
24466,0
7485,0
13827,1
21053,0
57139,0
41457,0
56585,0
3756,0
43734,0
44084,0
59929,0
49785,1
43828,0
57469,1
41103,0
46389,1
41024,0
36926,0
57167,1
8551,1
8773,0
24978,0
35724,0
50166,0
6304,0
39440,1
22094,1
30027,1
31452,1
6893,0
37324,1
35451,1
35895,0
32181,0
23954,0
15090,1
51150,0
44488,1
3641,1
59204,0
22666,0
42930,0
25946,0
48835,0
44321,0
12321,0
46733,1
59182,0
54045,0
20067,0
51935,1
37668,1
31386,1
54919,0
25965,0
26030,0
9037,0
28617,0
31069,0
31581,0
34263,1
59272,0
43616,1
32993,0
40829,0
33706,0
28832,0
38191,0
28948,1
4116,0
52419,0
56113,1
56188,0
47958,0
45369,1
52638,0
25688,1
46533,1
49436,1
57127,1
57914,1
29979,0
29154,0
59113,1
56892,1
46488,1
37466,0
56821,1
23497,1
1147,0
56212,1
40776,0
54904,0
345,0
46892,1
40839,1
56004,1
27927,1
20497,1
36656,1
50086,1
21757,1
8886,0
49702,1
29842,1
10096,1
46716,0
15852,0
54474,0
26894,1
45655,0
32721,0
21725,0
28857,0
20689,0
35389,1
56714,0
21069,0
10684,0
59872,0
12901,1
846,0
48187,0
41164,0
45235,0
59611,1
8418,0
23185,0
36740,0
19710,1
48443,0
59490,1
51454,1
35178,0
36711,0
36258,0
1361,0
56811,0
17943,0
11135,0
51010,0
26901,0
6410,1
8532,0
50783,1
3524,0
38648,0
50912,1
30779,0
1732,1
39466,0
43533,0
49637,1
4632,1
17498,1
25062,1
43215,0
33008,0
1076,1
56132,1
7022,0
9856,1
28206,0
7705,0
48004,0
26442,0
46991,1
1859,0
25937,0
45961,0
49877,0
51371,1
44209,1
22226,0
23650,0
5531,1
13968,0
51919,0
56599,0
50867,1
2284,0
30884,0
41876,0
22454,1
23571,0
4318,0
47565,1
44075,1
58367,0
34446,1
43364,0
38559,1
7979,1
2756,1
13009,0
26323,1
37613,0
51321,0
34638,0
5619,1
5265,0
19813,0
23542,1
6952,0
42686,1
36997,1
13642,1
36677,1
49690,0
48659,0
30329,1
48737,0
34197,1
20435,0
15895,0
10929,1
34845,0
3082,0
12015,0
3955,1
59886,1
6165,0
21718,0
2404,0
23079,1
49049,1
32369,0
12416,0
50589,0
5492,1
38265,1
25000,1
53733,0
3395,1
19976,0
55662,1
12307,1
53408,0
559,0
38707,0
35465,0
35098,0
41257,0
18079,1
49730,1
30852,1
23788,1
14991,0
10833,1
57056,0
37272,1
29933,0
20196,1
38131,1
32387,0
37202,1
52491,0
46634,1
28222,0
19691,0
32680,0
9191,1
12235,1
41354,0
48781,0
32449,0
12361,1
13608,0
2718,0
28618,0
29626,1
3637,1
28374,0
59718,0
24684,0
57264,0
39370,1
23421,1
2381,0
33608,0
5225,0
4914,0
51210,0
41721,0
56215,1
49926,1
32209,0
34965,1
20179,0
15637,0
22065,1
15606,1
49242,0
14878,0
45081,1
54114,0
10614,0
52997,0
20332,1
3950,0
10026,0
43406,0
23536,0
19677,1
38090,1
37540,1
53938,0
32627,1
55145,0
22298,0
50301,0
54568,1
25199,1
30001,1
30170,0
2601,0
19945,0
40480,1
29359,0
35757,0
31786,0
14198,0
59527,0
9904,0
2130,0
35746,0
26437,0
13292,0
13455,1
53244,1
58105,0
50125,1
48900,0
47714,0
21091,1
1878,1
53883,1
28193,1
39186,1
54732,0
25757,0
20566,0
11652,1
18262,0
42865,0
34981,0
51261,1
19253,0
46324,1
55554,0
39764,1
39282,1
37883,0
7069,1
19359,0
11083,0
280,1
52354,1
17708,0
21289,0
41269,0
30210,0
48348,0
46424,0
21755,0
20770,1
27891,1
20788,1
14371,0
52991,0
550,1
52134,1
41104,0
16238,0
11261,1
26352,1
36764,1
55633,0
54858,0
32585,0
37804,0
41760,0
10925,1
56418,0
7543,0
42017,1
5110,0
19841,0
27072,0
2185,0
56552,0
31412,1
28999,0
22782,1
45499,1
32050,0
12491,0
59383,1
11641,0
36620,0
10015,0
36843,1
24742,1
57772,0
33312,0
7108,1
58325,0
36804,0
52283,0
15484,0
3043,0
42397,0
18564,0
58152,0
29614,0
19788,0
46620,0
57506,1
48295,0
15089,0
30099,0
5109,0
1405,1
45048,0
45750,0
17288,0
39125,0
7785,0
40527,0
20002,0
11318,0
3314,1
44868,0
33886,1
9947,0
57800,1
46259,1
33193,0
5372,1
35390,0
33414,1
30655,0
35924,1
14357,0
57092,0
48996,1
17846,1
54899,0
40813,1
49326,0
44540,1
38042,0
52152,0
45727,0
37431,0
4909,1
51857,0
50317,0
9988,0
42209,0
29907,0
32389,0
17562,0
16486,0
34333,0
43778,0
21634,0
4538,0
28802,0
30610,0
42461,0
14924,1
19777,0
27589,1
20856,0
45083,1
34193,0
58993,0
53073,0
25731,1
31682,1
19242,0
19519,0
40428,1
40247,0
59125,0
27191,0
36811,0
25232,1
24565,1
55936,0
40067,0
12906,0
50350,0
1935,1
4459,0
41405,1
8429,0
34587,0
8120,0
15475,0
8533,0
5845,1
33323,0
8747,1
1196,0
17406,0
46298,0
5080,1
39345,0
3806,0
19978,0
466,0
42310,1
22346,0
10914,1
18980,1
45540,1
54522,0
50479,0
18466,0
34668,0
13714,1
57752,1
23828,0
20357,1
19870,0
39407,0
21700,1
29766,0
53250,1
7206,0
5255,0
33571,0
26996,1
6283,0
42236,1
24260,0
33364,0
23967,0
39499,0
20573,0
57884,0
14145,0
44296,0
2269,0
1825,1
9429,1
22882,0
16509,0
55694,1
45689,0
14544,0
10878,0
16712,1
32072,1
30855,0
46185,1
1525,0
45437,0
19501,0
57986,0
55352,0
28225,0
45812,0
57919,1
1707,0
8452,1
47221,1
52912,0
57443,0
50312,0
6564,0
42182,0
27920,0
56047,0
19019,1
1902,1
28492,0
45982,0
29786,1
38944,1
47242,0
26916,0
9529,0
1743,0
55136,1
51898,1
47675,0
10245,1
5066,1
9595,1
25580,0
32759,0
21194,0
6548,1
832,1
9526,0
16129,1
22932,0
5954,0
44892,1
37156,1
21141,1
33484,1
13674,0
28895,1
56819,0
58760,1
21731,0
2896,1
8445,0
20988,0
13726,0
57281,1
58836,1
1369,0
59209,0
25945,0
9715,0
14594,0
38888,1
25534,1
12634,0
21714,0
24115,0
44655,1
50665,1
47911,1
41697,1
29009,0
50391,1
16958,0
58391,1
33887,0
50820,0
22900,1
5313,1
49981,0
8850,1
14190,0
50411,1
45111,1
37743,0
59766,0
14635,0
37028,1
53366,0
5241,0
7717,0
46418,0
18526,1
44198,0
21583,0
37157,1
39418,0
58728,1
23604,0
24458,0
53748,0
44972,0
18914,0
55530,1
54516,1
52922,0
49120,1
57315,1
8400,0
11000,0
45998,0
6658,0
35824,1
42464,0
12514,1
38268,1
28307,0
55806,1
11572,1
16737,0
26213,0
32689,1
20393,1
32220,0
43440,0
43227,0
38451,0
49600,1
18062,1
52640,0
32368,0
56271,0
38078,0
35181,0
39478,1
20402,0
33985,0
47433,1
59732,0
177,1
6799,0
6601,1
8806,0
39992,0
43147,1
8788,1
19296,1
46040,1
59419,0
11841,1
33214,0
35674,0
31331,1
39131,0
26790,1
48632,0
39743,0
1691,1
17986,0
3208,0
47658,0
39706,1
42170,1
21195,0
2721,0
44310,0
52483,0
55762,1
763,1
5468,0
55319,0
30229,0
25158,0
57401,0
4869,1
16136,1
7964,1
2572,1
8796,1
44441,0
25323,0
48864,1
20809,1
27529,0
43991,1
15010,0
20907,1
47639,1
29423,0
28739,0
50314,1
21619,0
37311,1
642,1
31936,1
47220,0
45791,0
8304,0
49240,0
45228,0
17706,1
55069,0
31947,1
46215,1
43903,0
33729,0
5253,0
31835,0
26679,1
18490,0
56301,1
46515,0
48019,0
56744,1
16271,0
52313,0
34155,0
57839,1
23089,0
32329,0
59745,0
22825,0
8748,0
972,1
27683,1
49578,0
2306,1
50559,0
898,1
20669,0
1918,0
29691,0
11791,0
54211,0
38080,0
34346,1
19329,0
27922,1
14775,0
25355,0
11977,0
48902,0
38601,0
15875,1
38001,1
3181,1
23011,0
54829,0
7798,0
22277,0
6843,1
632,1
25931,0
15972,0
22458,0
45472,0
3913,0
4689,1
59070,0
37034,0
42657,0
49510,0
20451,0
28610,1
17247,0
16183,0
21606,0
11631,1
8496,0
14111,0
14238,0
55645,0
3170,1
7590,1
24184,0
41218,1
10275,1
51415,1
23871,1
3112,0
14014,1
29964,1
48282,1
6756,0
51729,1
4086,1
40493,0
27392,0
29732,0
10375,1
3909,0
57904,1
42671,1
43064,0
24413,0
14577,1
59757,1
2190,1
19111,0
54924,1
38667,0
47625,1
9416,1
32400,1
27951,0
53600,0
35558,0
23231,1
44802,0
26322,1
9837,1
24985,0
46385,0
27362,1
58461,1
1217,1
10269,1
26720,1
13673,0
27768,0
33967,0
11150,0
28585,0
7084,0
1188,0
32144,0
5206,0
15397,0
24292,0
52025,0
53144,0
15617,0
27340,0
33483,0
26736,0
23481,0
4065,0
27467,1
57006,0
49401,0
41674,0
15559,1
15479,0
21271,0
58165,0
3331,1
13600,0
49590,1
45994,1
38849,0
34408,0
29068,1
44693,0
41998,0
32650,0
42776,0
45059,0
58419,1
7370,0
17912,1
35399,1
13871,1
36927,0
43396,1
59778,1
3905,0
9533,0
43195,1
58446,0
26131,0
39419,0
55739,1
33012,0
1409,0
36367,0
22830,1
11373,1
32732,0
6512,0
13083,0
38650,1
24136,0
7243,0
53084,1
3239,0
46381,0
4337,1
8202,0
27151,1
54440,0
50465,0
2887,1
58981,0
19179,0
43883,1
3472,1
56590,1
2227,0
2337,0
32848,0
16405,0
1857,0
53271,0
2179,0
20311,0
24349,0
57368,1
58090,1
16601,1
18859,0
25210,0
1143,0
50725,0
43174,1
36604,0
4134,0
9062,1
8737,0
16803,0
194,0
51035,1
32074,0
39027,1
30095,0
16468,0
9706,1
18412,0
27798,0
22963,0
2356,0
27593,1
14815,1
40411,1
4010,1
36183,0
40974,0
9673,1
22054,0
29749,0
10366,0
59353,0
27873,0
51906,1
6663,0
15594,0
46342,0
52129,1
25009,1
30146,1
49859,0
7098,0
168,0
46612,1
21080,1
29954,0
59137,0
15210,0
47672,0
20906,1
54849,1
9022,0
28255,0
37043,1
44588,0
44848,1
17453,0
8362,0
17359,0
30859,1
57804,0
40037,0
31305,0
50690,1
57734,1
4205,1
43226,0
37624,0
23582,0
57192,0
51337,0
40289,0
40017,1
23547,1
35868,0
20445,0
53814,0
13375,0
54363,0
28429,0
44362,0
35686,1
3915,0
49563,0
36533,1
28891,1
5065,0
2989,1
46166,0
22594,1
52721,0
10751,0
36891,1
34314,1
4098,0
25947,1
45018,1
19475,0
29462,0
29351,0
43700,0
37196,1
51848,0
49486,1
51294,0
37687,0
36618,0
31157,1
20457,0
29380,0
19891,1
16248,0
12007,0
26098,0
16256,0
59530,0
40381,1
37374,1
35080,1
17040,0
25174,0
202,0
17642,1
6327,1
36461,0
4994,0
10068,0
21767,0
11204,0
27240,1
41120,0
6578,0
12748,1
32688,0
55856,0
58744,1
19530,0
10071,0
25420,1
17046,0
51100,0
4287,0
18599,1
51979,1
52901,1
33875,1
59217,0
687,0
36344,1
36418,0
19089,0
25925,1
54274,1
2257,0
42435,1
9023,1
36271,0
47970,0
31615,0
36741,0
1370,1
59870,0
12639,0
30513,0
21607,0
48738,0
12833,1
14155,0
30055,0
57427,0
47983,0
11964,1
32043,0
34636,1
9402,1
45200,0
30127,1
54870,1
42602,0
55215,0
9671,0
55295,1
23809,1
46549,1
42715,1
56918,1
40710,0
17266,0
1448,1
4850,1
19497,0
7233,0
45756,0
25594,0
20441,0
59575,0
49225,0
56858,0
2194,0
25827,0
44805,0
9869,0
55376,1
20344,1
9385,1
42295,1
45623,1
6985,0
13919,1
13234,1
41361,0
25804,1
3553,0
10126,0
52057,1
27868,0
6712,1
59495,0
50855,0
613,0
15042,1
58816,1
58505,0
1298,0
37704,1
6740,0
12963,0
16704,0
56303,0
12099,0
14701,0
39404,0
42069,0
25197,0
50853,1
1962,1
19771,1
50562,1
46785,1
37257,0
44575,1
22945,1
44162,1
24801,0
28119,1
3646,0
18016,0
55239,0
18770,1
26347,1
29983,1
6583,0
1397,0
34451,1
6465,1
56568,1
29033,1
6261,0
3136,1
49898,1
29586,0
35579,0
8228,0
41211,0
18385,0
43697,1
52023,0
47717,0
22657,0
22702,1
51847,0
9477,0
38364,0
13141,0
29064,0
17751,1
50627,1
25809,0
57460,0
2630,0
18695,1
10511,0
58318,1
4265,0
4961,0
57338,1
35774,0
7137,0
985,0
37846,1
20274,0
57243,0
26037,0
5082,0
409,0
53349,1
37866,0
17485,0
19571,0
57251,0
7254,1
25060,0
13296,0
13132,1
27436,0
33896,0
39055,0
38509,0
48104,1
12035,0
45889,0
41576,1
1174,0
9159,0
54525,0
7694,1
15203,0
21228,0
24808,0
44888,0
34567,0
25386,0
15283,0
5869,0
15588,1
36817,0
48999,0
43073,0
57288,0
28781,0
23745,0
15863,1
38040,0
34342,0
51173,1
46765,1
31777,0
44708,1
31150,0
14584,1
27007,0
36256,0
51901,0
22653,1
11570,0
54733,0
1232,1
6216,1
42335,0
33022,1
36317,1
18199,0
7645,0
47417,0
27676,0
1670,0
19493,1
32520,1
58890,0
15547,0
10978,0
3520,1
2374,0
20124,0
21313,1
39922,0
30463,0
37177,0
21924,1
51429,0
29631,0
38022,0
3114,0
8933,1
16694,0
9960,0
52010,1
59370,1
48574,1
43259,0
26068,0
29262,0
50534,1
26917,0
27485,0
56609,1
12252,0
19705,0
29928,1
48079,1
26847,0
47554,1
57814,1
27605,0
19389,0
37703,0
4462,0
11459,0
55708,0
1798,0
22758,0
8013,1
17906,0
47893,0
1981,0
33678,0
48790,0
32296,0
12179,0
7271,0
24988,0
11647,1
41958,1
35737,1
44626,0
19141,0
22027,0
58094,0
22262,0
38718,1
35756,0
15984,0
32601,0
18123,1
52471,1
14304,0
4953,0
34598,0
54503,1
36028,0
57395,0
53380,0
8043,0
42527,0
38008,0
36170,0
3552,0
23857,1
48653,0
38540,0
20608,0
14036,0
55889,0
37968,1
4488,1
14992,0
16185,1
31720,1
34625,1
56815,1
26225,0
3077,0
18986,1
45863,1
50880,0
38355,0
31350,0
11767,0
51795,0
36631,0
47310,1
4060,1
36499,0
53629,1
3694,0
40506,1
44821,1
52202,0
34414,0
42799,0
7256,0
25086,0
19522,0
20804,0
14675,0
29777,0
22652,0
3171,1
143,0
37114,0
1141,1
126,0
19481,0
18443,0
26825,1
47954,1
50572,0
43825,1
18886,0
26641,0
12348,0
47467,1
53798,1
32663,1
982,1
1906,1
49180,0
4451,1
3462,1
37573,1
35494,1
53809,1
48688,0
43172,0
4771,0
12331,1
43875,1
9322,0
34086,1
48237,0
53336,0
36488,1
53741,0
5875,1
36328,0
30722,0
19877,0
27834,0
43415,0
38198,0
6007,0
39199,1
32110,0
39634,1
38121,0
25862,0
26402,0
28531,0
31863,0
5997,0
36218,0
13792,1
5306,0
18861,1
27767,1
55094,0
3401,1
59657,0
48018,1
13743,0
21306,0
9521,0
31892,1
20860,1
52405,0
51528,0
42226,0
7394,0
30075,0
39446,0
19156,0
50297,1
36178,0
43931,0
30676,1
37942,0
8430,0
5754,0
55280,0
8153,0
41566,1
26836,1
57525,0
4491,1
17647,1
20938,0
14765,0
14261,0
56199,1
57028,1
24946,1
30132,0
40659,1
3217,0
38920,0
36493,1
44136,0
35113,1
13178,1
9945,0
24758,1
12888,1
44448,0
9080,1
18472,1
45041,0
30721,0
47226,1
35600,1
33979,0
27088,0
56960,0
15533,1
43019,1
39744,1
27963,0
20353,1
44486,1
25996,0
52154,0
33818,1
1558,1
18822,0
48125,1
29295,1
46414,1
7353,0
47309,1
50551,0
39016,1
15884,0
48534,1
15732,1
46434,0
49111,0
11511,1
46436,0
2041,0
862,1
34447,1
16457,0
15160,0
9345,0
8944,1
483,1
32755,1
13345,1
52916,0
8011,0
8734,1
36151,0
48063,0
36144,1
53427,0
43596,0
33044,1
2199,1
32667,1
6167,0
44363,0
48012,0
3238,0
34693,0
47980,0
51741,1
11754,0
51331,1
55898,0
31310,1
13039,0
11040,1
53345,1
49316,0
17519,0
38426,0
36349,0
21877,0
4412,0
1466,0
34532,1
52477,1
40473,0
29977,0
12542,0
47753,0
30141,1
40450,0
40648,0
8392,1
48949,1
57516,1
51957,0
11466,0
22015,0
30369,0
714,0
8424,0
41698,0
6300,1
10738,1
44903,0
23381,1
7144,0
23329,0
14787,1
3067,1
32893,1
30889,1
31796,0
33516,1
5210,0
5873,0
50449,0
14397,1
44258,0
55185,1
37734,1
13129,0
8085,1
52333,1
48494,0
4552,0
22603,1
58626,1
27203,1
28561,0
2882,0
29179,0
5117,0
29441,0
17579,0
58498,0
45894,0
34924,1
16032,0
41736,1
41307,0
53070,0
2177,1
44902,0
15734,1
19200,1
31431,0
18327,0
24955,0
15224,0
23787,1
36391,0
54980,0
3591,0
47427,0
39702,1
28389,0
25053,0
14960,0
35844,1
16031,0
53046,1
17624,0
49729,0
31228,0
36814,1
6738,0
46038,0
22234,0
21763,0
59491,1
36285,0
11214,0
48856,0
1294,0
22463,0
